"KIC","KOI","KepName","Period","T0","T14","ld1","ld2","R_star","rad_up","rad_down","mass","mass_up","mass_down"
7870032,1818.01,"Kepler-961 b",16.87725775,138.64907,0.1579875,0.2327,0.4526,0.872,0.098,-0.053,0.901,0.055,-0.055
9597058,1819.01,"Kepler-962 b",12.05705659,135.41595,0.097758333333333,0.1959,0.5086,0.834,0.084,-0.045,0.873,0.049,-0.054
8832512,1821.01,"Kepler-963 b",9.97682072,131.76825,0.145304166666667,0.2434,0.4341,0.928,0.239,-0.147,0.821,0.12,-0.065
5375194,1825.01,"Kepler-964 b",13.52252364,142.17932,0.166125,0.1959,0.5086,0.816,0.078,-0.039,0.875,0.043,-0.058
6468138,1826.01,"Kepler-965 b",134.2520474,182.70534,0.37765,0.2622,0.4035,1.2,0.186,-0.186,0.991,0.081,-0.065
11875734,1828.01,"Kepler-966 b",99.7468804,208.39688,0.2835,0.2521,0.421,0.974,0.346,-0.186,0.797,0.117,-0.058
3326377,1830.01,"Kepler-967 b",13.22714056,142.20251,0.136920833333333,0.1959,0.5086,0.8,0.054,-0.043,0.825,0.046,-0.046
3326377,1830.02,"Kepler-967 c",198.7106251,156.51819,0.359916666666667,0.1959,0.5086,0.8,0.054,-0.043,0.825,0.046,-0.046
11853878,1833.01,"Kepler-968 b",3.69298623,132.73624,0.073933333333333,0.0966,0.6414,0.572,0.049,-0.049,0.575,0.058,-0.042
11853878,1833.03,"Kepler-968 c",5.70940795,137.12208,0.067583333333333,0.0966,0.6414,0.572,0.049,-0.049,0.575,0.058,-0.042
10657406,1837.01,"Kepler-969 b",34.1732156,137.78862,0.1986625,0.1828,0.5324,0.834,0.077,-0.026,0.948,0.019,-0.071
10657406,1837.02,"Kepler-969 c",1.682934607,131.96807,0.078525,0.1828,0.5324,0.834,0.077,-0.026,0.948,0.019,-0.071
11075737,292.01,"Kepler-97 b",2.586639524,171.842572,0.093875,0.2711,0.3858,0.966,0.131,-0.107,0.899,0.067,-0.056
5526527,1838.01,"Kepler-970 b",16.7364755,143.13606,0.089625,0.0853,0.6656,0.653,0.022,-0.035,0.646,0.038,-0.029
5856571,1839.01,"Kepler-971 b",9.59068586,132.68264,0.143833333333333,0.265,0.3975,1.673,0.971,-0.035,0.819,0.122,-0.1
7765528,1840.01,"Kepler-972 b",7.03932913,133.85433,0.146416666666667,0.2602,0.4096,1.24,0.213,-0.194,1.064,0.078,-0.07
11760231,1841.01,"Kepler-973 b",49.6075771,138.41517,0.123229166666667,0.1959,0.5086,0.774,0.065,-0.033,0.858,0.031,-0.067
5080636,1843.01,"Kepler-974 b",4.194496867,134.13511,0.074195833333333,0.163,0.5825,0.522,0.032,-0.039,0.555,0.027,-0.044
3338885,1845.01,"Kepler-975 b",1.970340203,131.948389,0.0745875,0.1396,0.5988,1.667,1.082,-0.039,0.951,0.198,-0.144
9886255,1846.01,"Kepler-976 b",105.9566815,182.05127,0.291616666666667,0.1959,0.5086,0.8,0.122,-0.066,0.891,0.061,-0.104
6776401,1847.01,"Kepler-977 b",26.85323647,143.31303,0.185654166666667,0.2043,0.4966,0.869,0.155,-0.127,0.786,0.113,-0.061
7430034,1848.01,"Kepler-978 b",49.6220669,137.10149,0.300916666666667,0.2826,0.3729,1.184,0.193,-0.123,1.097,0.073,-0.066
9735426,1849.01,"Kepler-979 b",8.08801663,138.73516,0.076391666666667,0.1914,0.5167,0.874,0.072,-0.059,0.87,0.05,-0.041
2692377,299.01,"Kepler-98 b",1.541676547,170.543719,0.079658333333333,0.224,0.4695,1.089,0.161,-0.161,0.94,0.067,-0.047
8826168,1850.01,"Kepler-980 b",11.55103848,134.90803,0.140004166666667,0.2868,0.3588,1.058,0.166,-0.097,1.014,0.074,-0.067
10464050,1851.01,"Kepler-981 b",4.469754641,131.84402,0.075541666666667,0.2889,0.3511,0.934,0.28,-0.093,1.021,0.119,-0.145
9763348,1852.01,"Kepler-982 b",15.77382794,137.53051,0.206541666666667,0.303,0.3166,1.531,0.29,-0.29,1.15,0.135,-0.09
8804397,1853.01,"Kepler-983 b",60.0853848,153.25707,0.291958333333333,0.2826,0.3729,1.047,0.19,-0.051,1.149,0.063,-0.086
9662811,1854.01,"Kepler-984 b",43.0343364,137.69007,0.273791666666667,0.2327,0.4526,0.911,0.11,-0.064,0.906,0.055,-0.055
8160953,1858.01,"Kepler-985 b",116.3311739,173.68887,0.292708333333333,0.1959,0.5086,0.835,0.077,-0.045,0.868,0.048,-0.053
7286173,1862.01,"Kepler-986 b",56.4349933,151.41082,0.197420833333333,0.2327,0.4526,1.001,0.134,-0.12,0.88,0.072,-0.039
9520838,1866.01,"Kepler-987 b",105.3035093,207.17015,0.258916666666667,0.2327,0.4526,0.875,0.105,-0.053,0.914,0.05,-0.061
6773862,1868.01,"Kepler-988 b",17.76076524,137.50778,0.069495833333333,0.3384,0.3803,0.516,0.037,-0.04,0.54,0.031,-0.043
10187159,1870.01,"Kepler-989 b",7.96431492,136.81646,0.063925,0.186,0.5256,0.91,0.222,-0.12,0.831,0.087,-0.058
6063220,305.01,"Kepler-99 b",4.603575293,171.840124,0.0979125,0.1017,0.6385,0.741,0.039,-0.03,0.805,0.029,-0.046
9967771,1875.01,"Kepler-990 b",9.91724268,135.1389,0.1343375,0.2329,0.4554,1.207,0.175,-0.233,0.932,0.067,-0.039
9967771,1875.02,"Kepler-990 c",0.53835407,131.64999,0.0626875,0.2329,0.4554,1.207,0.175,-0.233,0.932,0.067,-0.039
11622600,1876.01,"Kepler-991 b",82.5341188,209.12763,0.202316666666667,0.1496,0.5738,0.58,0.026,-0.029,0.584,0.031,-0.027
10454632,1877.01,"Kepler-992 b",20.16037858,144.34281,0.172083333333333,0.153,0.5684,0.724,0.057,-0.022,0.818,0.029,-0.059
8367644,1879.01,"Kepler-993 b",22.08551599,135.23432,0.090529166666667,0.163,0.5825,0.565,0.029,-0.029,0.6,0.025,-0.037
10332883,1880.01,"Kepler-994 b",1.151166776,133.231766,0.045445833333333,0.2589,0.4639,0.535,0.034,-0.034,0.561,0.031,-0.039
4035640,1881.01,"Kepler-995 b",28.26727385,140.92561,0.190995833333333,0.186,0.5256,0.886,0.049,-0.077,0.82,0.057,-0.029
6205228,1882.01,"Kepler-996 b",3.770590654,133.39088,0.084541666666667,0.2602,0.4096,1.208,0.193,-0.193,0.999,0.077,-0.058
11758544,1883.01,"Kepler-997 b",2.7073064,132.43068,0.143241666666667,0.2904,0.3534,1.629,0.281,-0.375,1.133,0.128,-0.104
11413812,1885.01,"Kepler-998 b",5.65378163,131.71154,0.081179166666667,0.2889,0.3511,0.934,0.294,-0.078,1.021,0.134,-0.134
9549648,1886.01,"Kepler-999 b",5.99185827,136.88244,0.071729166666667,0.305,0.3201,1.695,0.3,-0.366,1.173,0.143,-0.117
9536727,5690.01,,17.0497376,146.73363,0.136291666666667,0.1805,0.5387,14.954,0.565,-6.219,3.149,0.073,-0.5
6509282,5287.01,,3.98916186,132.21377,0.079708333333333,0.1778,0.5473,16.187,1.05,-5.949,3.192,0.103,-0.5
11282568,7430.01,,1.320499473,132.61488,0.049333333333333,0.217,0.4875,13.454,2.835,-5.949,3.257,0.222,-0.5
1164301,4921.01,,95.688682,224.2893,0.269375,0.1802,0.5396,13.056,0.52,-4.671,2.981,0.139,-0.5
6309307,5262.01,,438.98396,487.8174,0.400833333333333,0.1818,0.5376,11.706,0.385,-3.95,2.939,0.181,-0.5
11147785,5873.01,,217.170081,229.9068,0.178791666666667,0.2134,0.4822,11.723,1.879,-3.51,2.176,0.748,-0.5
8703129,2758.01,,253.374581,235.74025,0.953708333333333,0.2105,0.4954,5.949,1.541,-3.51,2.122,0.585,-0.5
2301068,6263.01,,8.60965352,134.38829,0.092416666666667,0.2409,0.4458,4.233,0.785,-0.5,1.83,0.16,-0.5
11513366,5907.01,,587.38162,188.1143,0.498875,0.1274,0.6246,11.839,0.701,-3.373,2.629,0.176,-0.5
10452252,8012.01,,34.573718512,136.2275493,0.090591666666667,0.4085,0.3004,0.218,0.09,-3.373,0.202,0.111,-0.5
9475697,5684.01,,206.801125,246.8488,0.275,0.177,0.5527,8.611,0.46,-2.45,2.571,0.165,-0.5
6423922,6705.01,,0.9951412,131.5268,0.232833333333333,0.4822,0.2103,0.109,0.073,-0.002,0.101,0.064,-0.5
8016650,5461.01,,119.079642,134.0349,0.677833333333333,0.1322,0.6399,8.984,0.376,-2.529,2.573,0.164,-1.222
10790401,8031.01,,254.336707,200.5875,0.357708333333333,0.2236,0.4702,6.502,0.19,-1.807,2.018,0.105,-0.942
11547869,3749.01,,10.72725536,132.90239,0.0730875,0.3411,0.3866,0.268,0.063,-0.056,0.267,0.072,-0.064
11722217,5930.01,,302.77571,323.5739,0.132625,0.2806,0.43,0.303,0.1,-0.05,0.294,0.11,-0.07
10809888,5830.01,,72.782432,188.2117,0.15525,0.1926,0.5147,7.317,0.465,-1.956,2.049,0.186,-0.947
3955444,5027.01,,62.312419,146.119,0.231708333333333,0.1577,0.573,5.615,2.423,-2.532,2.012,0.325,-0.928
9605552,3102.01,,9.3210841,138.09946,0.075416666666667,0.4467,0.2255,0.35,0.06,-0.12,0.376,0.07,-0.11
8631751,2453.01,,1.530515205,131.867506,0.024770833333333,0.4341,0.2646,0.259,0.054,-0.044,0.247,0.067,-0.045
11615521,5923.01,,366.684634,315.09143,0.136833333333333,0.1711,0.5613,4.962,2.062,-2.221,2.023,0.312,-0.932
3748239,5003.01,,112.951287,172.0238,0.1785,0.2312,0.4547,6.428,1.94,-2.983,1.782,0.238,-0.807
5551672,3119.01,,2.184437698,133.67492,0.043425,0.4085,0.3004,0.25,0.04,-0.03,0.236,0.052,-0.032
6592335,4777.01,,0.824000125,131.80421,0.035625,0.3112,0.4029,0.28,0.05,-0.05,0.28,0.05,-0.05
5036052,5119.01,,143.163697,243.7133,0.20225,0.1917,0.5193,7.653,0.334,-2.023,2.394,0.177,-1.089
4940376,5107.01,,169.330666,208.7974,0.108333333333333,0.204,0.4983,7.052,0.497,-1.811,1.839,0.232,-0.81
5115688,6526.01,,486.77832,529.0865,0.637083333333333,0.1832,0.5305,4.95,0.302,-1.256,1.765,0.193,-0.773
6425377,5281.01,,263.90141,203.1723,0.179291666666667,0.1926,0.5186,6.247,0.531,-1.582,1.902,0.274,-0.841
10403228,8007.01,,67.176626864,144.1192641,0.129779166666667,0.366,0.3573,0.311,0.038,-0.034,0.304,0.048,-0.039
6183511,2542.01,,0.727331746,132.37007,0.034679166666667,0.3411,0.3866,0.356,0.057,-0.057,0.385,0.055,-0.076
5524229,5174.01,,22.4932751,132.2511,0.132166666666667,0.2204,0.4722,4.98,2.178,-1.959,1.699,0.266,-0.733
8874090,1404.02,,18.9060921,140.82932,0.171875,0.426,0.2631,0.45,0.082,-0.11,0.479,0.065,-0.121
11443757,8054.01,,43.9088053,169.335,0.261041666666667,0.2129,0.4858,4.303,1.102,-0.11,1.703,0.195,-0.732
11069681,5859.01,,172.621943,170.014,0.184791666666667,0.2148,0.4803,9.343,0.474,-2.378,1.983,0.323,-0.869
11911929,5942.01,,125.277815,170.8865,0.185083333333333,0.2037,0.4996,7.738,0.519,-1.949,1.997,0.157,-0.875
10978581,5847.01,,277.114286,196.18868,0.163583333333333,0.2016,0.5027,7.549,0.489,-1.897,2.012,0.178,-0.876
11559304,7617.01,,12.9284553,137.18564,0.10375,0.3491,0.3762,0.375,0.06,-0.07,0.401,0.08,-0.07
12401859,5967.01,,22.8631517,143.1523,0.069125,0.1642,0.5642,4.874,2.186,-2.021,1.893,0.326,-0.813
6036286,5228.01,,546.53309,334.0585,0.668333333333333,0.2902,0.436,0.36,0.06,-0.05,0.368,0.07,-0.05
7198587,5369.01,,651.358046,213.18162,0.182666666666667,0.1882,0.5291,6.261,0.394,-1.595,2.123,0.18,-0.927
9419020,4808.01,,2.40174996,131.7811,0.058875,0.3976,0.3142,0.399,0.053,-0.065,0.415,0.05,-0.069
10656842,5816.01,,82.508054,162.3992,0.158583333333333,0.1621,0.5682,7.733,0.287,-2.003,2.231,0.172,-0.974
11198419,5879.01,,88.523517,189.2756,0.300833333333333,0.4102,0.2747,0.462,0.05,-0.07,0.471,0.05,-0.09
10932270,7389.01,,27.5837778,142.9808,0.063166666666667,0.1979,0.5083,7.913,0.492,-1.936,2.012,0.14,-0.86
8432249,5517.01,,335.43143,395.1813,0.429166666666667,0.2054,0.4975,4.721,1.993,-1.839,1.679,0.319,-0.682
7135852,875.01,,4.220965778,170.622433,0.128558333333333,0.3384,0.3803,0.517,0.114,-0.114,0.544,0.114,-0.114
2861126,4957.02,,4.98792404,133.6552,0.067416666666667,0.3976,0.3142,0.395,0.036,-0.044,0.413,0.037,-0.047
11502218,970.01,,3.9886021,171.01852,0.0724,0.1392,0.594,13.652,1.869,-4.361,2.016,0.769,-0.846
11197853,2813.01,,0.698461304,131.85138,0.0328625,0.1257,0.6257,12.558,2.292,-2.802,2.17,0.754,-0.922
4061149,1201.01,,2.757584622,133.05017,0.0386125,0.426,0.2631,0.424,0.045,-0.055,0.454,0.037,-0.064
5951140,6635.01,,0.52740121,131.6718,0.200291666666667,0.3234,0.4075,0.41,0.05,-0.05,0.431,0.05,-0.05
8197176,5485.01,,9.3589254,133.482,0.132041666666667,0.2172,0.4781,4.521,1.396,-2.094,1.583,0.209,-0.626
5531953,1681.02,,1.992812339,131.70565,0.086083333333333,0.4064,0.2898,0.42,0.046,-0.056,0.45,0.043,-0.059
5531953,1681.03,,3.53105835,134.3171,0.074083333333333,0.4064,0.2898,0.42,0.046,-0.056,0.45,0.043,-0.059
5531953,1681.01,,6.93910337,138.33927,0.124041666666667,0.4064,0.2898,0.42,0.046,-0.056,0.45,0.043,-0.059
5531953,1681.04,,21.9139549,148.52144,0.136291666666667,0.4064,0.2898,0.42,0.046,-0.056,0.45,0.043,-0.059
4750962,5083.01,,69.932459,145.91179,0.084583333333333,0.2023,0.5056,5.183,0.395,-1.227,1.946,0.218,-0.804
2557350,6276.01,,3.09872834,134.39281,0.07875,0.426,0.2631,0.41,0.034,-0.041,0.427,0.036,-0.044
8013419,901.01,,12.732624065,176.939054,0.0920125,0.2238,0.5081,0.541,0.107,-0.107,0.563,0.112,-0.112
5428199,5162.01,,628.15844,152.9787,0.506,0.3804,0.3316,0.423,0.05,-0.05,0.441,0.05,-0.05
5769943,3810.01,,1.013774136,131.95888,0.053225,0.4418,0.2405,0.389,0.028,-0.031,0.412,0.029,-0.035
8890924,4269.01,,26.6565737,131.59433,0.206416666666667,0.2079,0.4949,3.062,0.943,-0.031,1.373,0.205,-0.512
8890924,4269.02,,4.4408541,135.2744,0.336791666666667,0.2079,0.4949,3.062,0.943,-0.031,1.373,0.205,-0.512
11097752,5867.01,,359.8455,210.5057,1.45166666666667,0.1574,0.5687,6.632,0.656,-1.536,1.835,0.344,-0.743
8099517,5474.01,,284.666844,322.5718,0.114666666666667,0.2201,0.474,4.413,0.393,-0.966,1.66,0.24,-0.655
2853780,2081.01,,6.2141496,132.25182,0.422541666666667,0.2079,0.4949,3.152,0.933,-0.966,1.501,0.245,-0.573
11853130,3263.01,,76.87935893,146.882451,0.099245833333333,0.4064,0.2898,0.436,0.045,-0.049,0.467,0.043,-0.052
6185476,227.01,,17.65737838,136.585509,0.146208333333333,0.3798,0.3251,0.47,0.05,-0.05,0.49,0.06,-0.06
10920281,8037.01,,3.65034525,133.63577,0.063625,0.426,0.2631,0.45,0.032,-0.044,0.463,0.034,-0.042
5110453,5126.01,,418.04355,194.7139,0.449041666666667,0.1985,0.5082,5.469,0.539,-1.197,1.668,0.328,-0.644
7416306,5388.01,,137.396194,158.9242,0.73375,0.2522,0.4219,2.655,0.783,-1.197,1.304,0.183,-0.457
9588822,4388.02,,61.858947,191.9736,0.888333333333333,0.2431,0.4394,2.817,0.789,-1.197,1.402,0.216,-0.505
4762283,7706.01,,42.049523793,167.3423568,0.08905,0.36,0.2903,0.48,0.034,-0.064,0.485,0.037,-0.046
