"KIC","KOI","KepName","Period","T0","T14","ld1","ld2","R_star","rad_up","rad_down","mass","mass_up","mass_down"
11709124,435.04,"Kepler-154 e",3.93276627,134.64964,0.1225125,0.2676,0.3928,0.971,0.13,-0.095,0.895,0.071,-0.052
11709124,435.06,"Kepler-154 f",9.91937693,136.87361,0.18025,0.2676,0.3928,0.971,0.13,-0.095,0.895,0.071,-0.052
5938970,4016.01,"Kepler-1540 b",125.4132302,195.62605,0.0968375,0.1017,0.6385,0.747,0.02,-0.04,0.734,0.044,-0.028
10714072,4024.01,"Kepler-1541 b",8.40693068,133.42739,0.07775,0.2074,0.4926,1.533,0.572,-0.7,0.899,0.077,-0.105
7100673,4032.01,"Kepler-1542 b",3.95116635,134.22411,0.106916666666667,0.2291,0.4603,1.065,0.166,-0.15,0.933,0.067,-0.053
7100673,4032.02,"Kepler-1542 c",2.89223998,132.86232,0.105041666666667,0.2291,0.4603,1.065,0.166,-0.15,0.933,0.067,-0.053
7100673,4032.03,"Kepler-1542 d",5.99273265,131.75079,0.110425,0.2291,0.4603,1.065,0.166,-0.15,0.933,0.067,-0.053
7100673,4032.04,"Kepler-1542 e",5.10110666,132.42955,0.110708333333333,0.2291,0.4603,1.065,0.166,-0.15,0.933,0.067,-0.053
10089911,4034.01,"Kepler-1543 b",6.96704926,138.24776,0.155416666666667,0.3111,0.3255,3.53,0.254,-1.08,1.786,0.158,-0.236
11415243,4036.01,"Kepler-1544 b",168.81133,211.43982,0.27425,0.1082,0.627,0.707,0.043,-0.025,0.771,0.03,-0.048
10360722,4051.01,"Kepler-1545 b",163.692336,238.76817,0.285541666666667,0.1451,0.582,0.843,0.035,-0.065,0.8,0.048,-0.028
6226908,4068.01,"Kepler-1546 b",19.597317,135.26526,0.187833333333333,0.2327,0.4526,1.019,0.294,-0.181,0.883,0.12,-0.074
6755944,4072.01,"Kepler-1547 b",0.692978457,131.80142,0.047358333333333,0.2949,0.3354,2.304,0.424,-0.847,1.235,0.23,-0.253
9455677,4076.01,"Kepler-1548 b",124.827797,208.79191,0.269958333333333,0.186,0.5256,1.032,0.186,-0.152,0.875,0.061,-0.035
3937814,4084.01,"Kepler-1549 b",214.881456,213.4044,0.399208333333333,0.186,0.5256,0.995,0.111,-0.135,0.862,0.064,-0.032
12302530,438.01,"Kepler-155 b",5.931196562,174.796908,0.1041625,0.2589,0.4639,0.539,0.031,-0.035,0.557,0.03,-0.036
12302530,438.02,"Kepler-155 c",52.6615266,183.52054,0.131633333333333,0.2589,0.4639,0.539,0.031,-0.035,0.557,0.03,-0.036
3103227,4091.01,"Kepler-1550 b",225.585245,272.79566,0.46525,0.2845,0.3747,1.363,0.236,-0.212,1.185,0.074,-0.081
4850961,4092.01,"Kepler-1551 b",24.4972683,133.92177,0.22625,0.3138,0.2998,1.162,0.312,-0.156,1.232,0.133,-0.199
3747817,4103.01,"Kepler-1552 b",184.77271,217.3573,0.398666666666667,0.1959,0.5086,0.801,0.072,-0.033,0.861,0.042,-0.053
3955817,4117.01,"Kepler-1553 b",4.24263096,135.0304,0.107583333333333,0.1496,0.5746,0.825,0.042,-0.047,0.822,0.047,-0.034
6349881,4121.01,"Kepler-1554 b",198.088873,319.73002,0.331458333333333,0.186,0.5256,0.969,0.102,-0.113,0.855,0.061,-0.03
9272070,4126.01,"Kepler-1555 b",8.10503551,135.88389,0.185791666666667,0.3032,0.3147,0.989,0.321,-0.107,1.058,0.144,-0.144
5088400,4127.01,"Kepler-1556 b",8.82715783,139.73416,0.084125,0.2291,0.4603,0.878,0.12,-0.032,0.972,0.041,-0.065
9956082,4139.01,"Kepler-1557 b",3.74031708,134.70305,0.09975,0.302,0.319,1.063,0.313,-0.134,1.118,0.145,-0.145
10000941,4146.01,"Kepler-1558 b",3.50472344,133.72225,0.0811,0.1496,0.5746,0.854,0.103,-0.093,0.798,0.092,-0.057
6607644,4159.01,"Kepler-1559 b",0.971915957,132.16504,0.0667625,0.1914,0.5167,0.889,0.051,-0.076,0.828,0.058,-0.032
2438264,440.02,"Kepler-156 b",4.973455252,170.885791,0.068829166666667,0.1496,0.5746,0.797,0.052,-0.042,0.829,0.043,-0.043
2438264,440.01,"Kepler-156 c",15.90688891,177.9305,0.1661625,0.1496,0.5746,0.797,0.052,-0.042,0.829,0.043,-0.043
7610663,4160.01,"Kepler-1560 b",3.03196812,133.98825,0.071791666666667,0.2676,0.3928,0.993,0.278,-0.149,0.909,0.124,-0.082
7838675,4169.01,"Kepler-1561 b",1.005205893,132.45541,0.067916666666667,0.2676,0.3928,0.863,0.234,-0.078,0.96,0.095,-0.116
9897364,4189.01,"Kepler-1562 b",64.2729088,186.7353,0.505666666666667,0.3029,0.3239,1.299,0.424,-0.228,1.165,0.181,-0.164
12505503,4190.01,"Kepler-1563 b",3.4327371,132.92055,0.166708333333333,0.2676,0.3928,0.881,0.26,-0.081,0.974,0.102,-0.114
9828127,4192.01,"Kepler-1564 b",18.0541469,147.7943,0.191125,0.224,0.4695,0.909,0.113,-0.052,0.955,0.044,-0.058
5644412,4194.01,"Kepler-1565 b",1.538185321,132.49067,0.070125,0.1646,0.5508,0.723,0.097,-0.065,0.794,0.073,-0.09
5340878,4199.01,"Kepler-1566 b",0.539915033,131.55207,0.047775,0.1496,0.5746,0.837,0.044,-0.06,0.811,0.056,-0.03
5084171,4202.01,"Kepler-1567 b",153.979362,165.491,0.376166666666667,0.2711,0.3858,0.903,0.274,-0.091,0.944,0.12,-0.108
10593535,4204.01,"Kepler-1568 b",20.9254083,134.8986,0.282625,0.2602,0.4096,1.21,0.194,-0.194,1.025,0.086,-0.07
1724719,4212.01,"Kepler-1569 b",5.79179934,133.35814,0.14475,0.305,0.3201,1.318,0.243,-0.199,1.109,0.113,-0.066
3745690,442.02,"Kepler-157 b",1.732346403,134.53123,0.092245833333333,0.2676,0.3928,1.014,0.145,-0.119,0.918,0.072,-0.059
3745690,442.01,"Kepler-157 c",13.54057461,171.67762,0.1861375,0.2676,0.3928,1.014,0.145,-0.119,0.918,0.072,-0.059
3745690,442.03,"Kepler-157 d",7.0257409,133.62713,0.093541666666667,0.2676,0.3928,1.014,0.145,-0.119,0.918,0.072,-0.059
9366617,4215.01,"Kepler-1570 b",26.5487294,137.24401,0.332,0.2472,0.4288,2.154,0.833,-0.119,1.074,0.189,-0.231
9183378,4222.01,"Kepler-1571 b",3.38557445,133.97411,0.078291666666667,0.2736,0.3819,1.48,0.386,-0.579,0.936,0.121,-0.096
9872831,4230.01,"Kepler-1572 b",5.49548533,133.63966,0.102541666666667,0.3036,0.3098,1.392,0.388,-0.388,1.02,0.173,-0.129
11509504,4232.01,"Kepler-1573 b",2.61576515,131.97896,0.115708333333333,0.2979,0.3238,0.958,0.28,-0.12,0.934,0.119,-0.108
11611275,4234.01,"Kepler-1574 b",6.94245216,135.95819,0.145458333333333,0.2844,0.3661,1.03,0.324,-0.108,1.132,0.135,-0.166
9285568,4241.01,"Kepler-1575 b",2.55315031,132.44849,0.077041666666667,0.2916,0.3447,0.908,0.248,-0.088,0.996,0.121,-0.121
5177859,4246.01,"Kepler-1576 b",6.98472143,135.99731,0.1135,0.2602,0.4096,1.227,0.36,-0.27,1.044,0.137,-0.125
10407482,4255.01,"Kepler-1577 b",6.30558387,131.53058,0.109125,0.1466,0.5849,1.756,0.947,-0.27,0.952,0.191,-0.157
10526887,4261.01,"Kepler-1578 b",1.450889836,132.2306,0.073041666666667,0.2889,0.3511,1.023,0.322,-0.138,1.011,0.153,-0.126
7826620,4268.01,"Kepler-1579 b",0.849906734,131.6741,0.047541666666667,0.2396,0.45,0.505,0.039,-0.054,0.503,0.042,-0.042
4633570,446.01,"Kepler-158 b",16.70920628,174.75417,0.112716666666667,0.0775,0.666,0.668,0.054,-0.059,0.656,0.073,-0.049
4633570,446.02,"Kepler-158 c",28.55158187,185.47672,0.172925,0.0775,0.666,0.668,0.054,-0.059,0.656,0.073,-0.049
6026924,4276.01,"Kepler-1580 b",56.644452,138.762,0.689625,0.3052,0.3236,2.295,0.425,-0.519,1.399,0.19,-0.156
4548011,4288.01,"Kepler-1581 b",6.28384079,133.20513,0.178791666666667,0.2844,0.3661,1.227,0.207,-0.186,1.036,0.089,-0.08
5868793,4290.01,"Kepler-1582 b",4.83809469,135.1562,0.045666666666667,0.3411,0.3866,0.2,0.03,-0.03,0.18,0.04,-0.08
10063208,4292.01,"Kepler-1583 b",9.3281912,132.85459,0.166291666666667,0.2291,0.4603,0.888,0.138,-0.046,0.939,0.045,-0.056
7596240,4295.01,"Kepler-1584 b",13.3997555,131.84235,0.14725,0.3119,0.2971,1.15,0.35,-0.14,1.183,0.169,-0.152
8507475,4300.01,"Kepler-1585 b",3.58273837,134.95108,0.063458333333333,0.2291,0.4603,0.872,0.197,-0.085,0.912,0.083,-0.092
8773015,4301.01,"Kepler-1586 b",15.604841,131.9989,0.189291666666667,0.3036,0.3098,1.706,0.349,-0.524,1.11,0.195,-0.16
11612280,4304.01,"Kepler-1587 b",9.4061364,137.7073,0.203416666666667,0.2678,0.3958,1.268,0.207,-0.228,1.02,0.093,-0.07
10722485,4312.01,"Kepler-1588 b",7.84931877,134.8747,0.156125,0.2787,0.3728,0.99,0.138,-0.138,0.828,0.077,-0.036
5371777,4327.01,"Kepler-1589 b",0.991659646,131.53686,0.092291666666667,0.2844,0.3661,1.244,0.205,-0.136,1.17,0.081,-0.089
5640085,448.01,"Kepler-159 b",10.13958818,178.45074,0.110191666666667,0.4011,0.2767,0.5,0.037,-0.041,0.521,0.034,-0.041
5640085,448.02,"Kepler-159 c",43.5859419,194.6107,0.195058333333333,0.4011,0.2767,0.5,0.037,-0.041,0.521,0.034,-0.041
10730070,4335.01,"Kepler-1590 b",7.61758198,137.50008,0.147708333333333,0.302,0.319,1.072,0.342,-0.147,1.05,0.169,-0.127
8573193,4337.01,"Kepler-1591 b",8.18504859,134.554,0.194708333333333,0.2916,0.3447,0.906,0.234,-0.084,0.993,0.109,-0.133
3244792,4347.01,"Kepler-1592 b",3.0570982,134.50122,0.148791666666667,0.2979,0.3238,0.819,0.209,-0.07,0.922,0.089,-0.108
8459663,4356.01,"Kepler-1593 b",174.510276,201.47056,0.278708333333333,0.4016,0.2206,0.452,0.038,-0.052,0.496,0.025,-0.05
10669994,4360.01,"Kepler-1594 b",2.71603664,132.35962,0.072666666666667,0.2844,0.3661,1.041,0.138,-0.064,1.119,0.06,-0.073
7427764,4364.01,"Kepler-1595 b",4.56383697,132.26068,0.094625,0.2396,0.4415,0.861,0.168,-0.09,0.848,0.097,-0.073
11444514,4371.01,"Kepler-1596 b",66.373298,174.01595,0.356625,0.3032,0.3147,0.976,0.315,-0.105,1.027,0.152,-0.124
6937529,4382.01,"Kepler-1597 b",2.94648935,132.42208,0.131458333333333,0.3103,0.2947,1.171,0.322,-0.138,1.194,0.164,-0.164
9883606,4383.01,"Kepler-1598 b",4.34195312,134.18767,0.10825,0.302,0.319,1.09,0.35,-0.15,1.032,0.167,-0.111
5860968,4384.01,"Kepler-1599 b",122.358116,134.3477,0.448666666666667,0.2889,0.3511,1.139,0.324,-0.216,0.998,0.155,-0.116
7269974,456.02,"Kepler-160 b",4.309381978,134.03552,0.1207375,0.2291,0.4603,1.089,0.161,-0.145,0.929,0.067,-0.043
7269974,456.01,"Kepler-160 c",13.69942266,171.48036,0.180870833333333,0.2291,0.4603,1.089,0.161,-0.145,0.929,0.067,-0.043
3645438,4385.02,"Kepler-1600 b",386.370512,452.874,0.458625,0.1496,0.5746,0.834,0.047,-0.052,0.818,0.053,-0.035
2831055,4400.01,"Kepler-1601 b",2.20923119,131.90288,0.099666666666667,0.2868,0.3588,1.092,0.33,-0.152,1.032,0.145,-0.13
5281113,4411.01,"Kepler-1602 b",11.17931581,131.64123,0.129291666666667,0.303,0.3166,1.873,0.386,-0.58,1.324,0.159,-0.259
7046035,4424.01,"Kepler-1603 b",2.27164952,131.82601,0.168916666666667,0.302,0.319,1.062,0.361,-0.12,1.115,0.156,-0.156
8416523,4441.01,"Kepler-1604 b",0.341842017,131.660336,0.048141666666667,0.153,0.5684,0.747,0.086,-0.058,0.817,0.057,-0.078
10329196,4446.01,"Kepler-1605 b",85.7567919,162.71914,0.237291666666667,0.1555,0.5695,2.213,0.614,-0.33,1.083,0.173,-0.115
7429240,4450.01,"Kepler-1606 b",196.436796,173.692,0.3565,0.224,0.4695,0.946,0.115,-0.077,0.924,0.053,-0.048
7133294,4473.01,"Kepler-1607 b",13.6471211,132.2552,0.347125,0.2787,0.3719,1.382,0.396,-0.484,0.89,0.12,-0.09
4381429,4474.01,"Kepler-1608 b",16.473474,142.68604,0.175041666666667,0.2337,0.4535,0.754,0.102,-0.092,0.702,0.101,-0.04
4556468,4491.01,"Kepler-1609 b",114.336052,216.7966,0.586541666666667,0.2638,0.4046,1.316,0.222,-0.222,1.044,0.094,-0.063
7440748,457.01,"Kepler-161 b",4.9213639,174.299322,0.078358333333333,0.1496,0.5746,0.799,0.051,-0.043,0.827,0.043,-0.043
7440748,457.02,"Kepler-161 c",7.064252021,135.379512,0.057779166666667,0.1496,0.5746,0.799,0.051,-0.043,0.827,0.043,-0.043
9100953,4500.01,"Kepler-1610 b",8.70179611,138.24633,0.127,0.2043,0.4966,0.8,0.133,-0.082,0.825,0.096,-0.078
11671579,4510.01,"Kepler-1611 b",5.17624997,133.7381,0.219208333333333,0.2329,0.4554,1.497,0.237,-0.326,1.001,0.081,-0.073
9216775,4513.01,"Kepler-1612 b",3.91794676,132.86384,0.106208333333333,0.224,0.4695,0.87,0.105,-0.035,0.974,0.035,-0.076
7747457,4561.01,"Kepler-1613 b",1.5184181,132.138,0.118416666666667,0.3032,0.3147,1.269,0.384,-0.256,1.063,0.181,-0.131
11650401,4566.01,"Kepler-1614 b",3.94660745,132.24892,0.112708333333333,0.2327,0.4526,0.806,0.147,-0.063,0.897,0.073,-0.097
6761777,4571.01,"Kepler-1615 b",47.3128645,146.3073,0.476833333333333,0.257,0.4213,1.876,0.201,-0.468,1.288,0.084,-0.196
9009036,4585.01,"Kepler-1616 b",6.76289308,135.6771,0.2585,0.31,0.2931,1.63,0.329,-0.402,1.289,0.15,-0.225
9701962,4617.01,"Kepler-1617 b",27.4784659,148.6101,0.3125,0.2286,0.4641,1.707,0.276,-0.449,1.046,0.093,-0.093
9412623,4640.01,"Kepler-1618 b",6.1082945,131.8756,0.145541666666667,0.3169,0.2751,1.289,0.432,-0.154,1.261,0.187,-0.187
8417078,4693.01,"Kepler-1619 b",23.6223571,146.9643,0.2855,0.3036,0.3098,1.393,0.29,-0.355,0.999,0.165,-0.124
7977197,459.02,"Kepler-162 b",6.91986988,134.11594,0.142720833333333,0.2787,0.3728,0.954,0.261,-0.14,0.875,0.121,-0.08
7977197,459.01,"Kepler-162 c",19.44639139,170.10238,0.150945833333333,0.2787,0.3728,0.954,0.261,-0.14,0.875,0.121,-0.08
10026502,4706.01,"Kepler-1620 b",101.952048,206.3499,0.249625,0.3032,0.3147,1.054,0.339,-0.121,1.028,0.158,-0.115
8047428,4747.01,"Kepler-1621 b",92.263742,146.4247,0.358541666666667,0.2844,0.3661,1.283,0.23,-0.173,1.167,0.081,-0.089
10615440,4765.01,"Kepler-1622 b",10.8118317,137.13426,0.109458333333333,0.2844,0.3661,1.196,0.206,-0.12,1.119,0.078,-0.078
4473613,4803.01,"Kepler-1623 b",4.36125889,132.53228,0.090583333333333,0.2291,0.4603,0.873,0.118,-0.039,0.972,0.035,-0.07
1873513,4928.01,"Kepler-1624 b",3.290304098,131.90944,0.071729166666667,0.2823,0.4558,0.427,0.036,-0.009,0.43,0.046,-0.009
4760478,5084.01,"Kepler-1625 b",287.377314,348.83318,0.784208333333333,0.2329,0.4554,1.793,0.263,-0.488,1.079,0.1,-0.138
5551240,5178.01,"Kepler-1626 b",4.13960513,134.04705,0.137916666666667,0.3103,0.2947,1.181,0.382,-0.127,1.202,0.164,-0.164
6184894,5245.01,"Kepler-1627 b",7.20281185,135.19499,0.1179375,0.2665,0.398,0.717,0.082,-0.074,0.681,0.085,-0.034
7731281,5416.01,"Kepler-1628 b",76.377855,146.3485,0.200375,0.2107,0.5308,0.584,0.037,-0.074,0.587,0.045,-0.067
7935997,5447.02,"Kepler-1629 b",3.87594316,134.84758,0.096416666666667,0.2602,0.4096,0.893,0.125,-0.033,1.01,0.043,-0.073
10019643,471.02,"Kepler-163 b",7.81100952,132.30566,0.134625,0.224,0.4695,1.071,0.18,-0.18,0.882,0.065,-0.032
10019643,471.01,"Kepler-163 c",21.34736612,171.73531,0.174333333333333,0.224,0.4695,1.071,0.18,-0.18,0.882,0.065,-0.032
7978202,5454.01,"Kepler-1630 b",509.997402,276.73122,0.353375,0.1707,0.5423,0.756,0.13,-0.077,0.724,0.127,-0.057
8037038,5466.01,"Kepler-1631 b",4.09513876,131.67784,0.102583333333333,0.2602,0.4096,0.963,0.309,-0.096,1.056,0.125,-0.137
8105398,5475.01,"Kepler-1632 b",224.150923,341.02756,0.518958333333333,0.3001,0.3078,1.286,0.255,-0.383,0.818,0.106,-0.049
8745553,5568.01,"Kepler-1633 b",62.134919,154.0853,0.362958333333333,0.2918,0.3647,4.912,0.799,-2.396,2.006,0.136,-0.511
8891684,5581.01,"Kepler-1634 b",374.878133,491.064,0.439833333333333,0.2517,0.4369,1.354,0.341,-0.375,1.103,0.11,-0.146
9141355,5622.01,"Kepler-1635 b",469.61309,422.5089,0.571208333333333,0.2521,0.421,0.763,0.152,-0.065,0.847,0.083,-0.092
9715631,5706.01,"Kepler-1636 b",425.483539,149.0438,0.744,0.2826,0.3729,1.022,0.292,-0.097,1.133,0.125,-0.138
10777591,5827.01,"Kepler-1637 b",6.10968225,133.80253,0.238958333333333,0.3065,0.299,1.009,0.293,-0.24,0.756,0.105,-0.035
11037818,5856.01,"Kepler-1638 b",259.34304,165.6794,0.668333333333333,0.2367,0.4547,3.204,0.545,-1.18,1.592,0.163,-0.409
11176166,5875.01,"Kepler-1639 b",9.8788502,134.3829,0.122958333333333,0.3124,0.2859,1.148,0.362,-0.155,1.102,0.17,-0.139
10460984,474.04,"Kepler-164 b",5.03505665,132.65597,0.075166666666667,0.2889,0.3511,1.097,0.179,-0.146,0.966,0.075,-0.068
10460984,474.01,"Kepler-164 c",10.94577783,176.71834,0.128904166666667,0.2889,0.3511,1.097,0.179,-0.146,0.966,0.075,-0.068
10460984,474.02,"Kepler-164 d",28.9869016,134.7812,0.150970833333333,0.2889,0.3511,1.097,0.179,-0.146,0.966,0.075,-0.068
5629353,6132.02,"Kepler-1640 b",7.5844241,137.847,0.16325,0.307,0.3325,1.651,0.502,-0.451,1.352,0.189,-0.23
6221385,6145.01,"Kepler-1641 b",19.672324,134.3013,0.2005,0.3105,0.2893,1.485,0.402,-0.402,1.098,0.177,-0.145
6221385,6145.02,"Kepler-1641 c",32.657035,152.881,0.248041666666667,0.3105,0.2893,1.485,0.402,-0.402,1.098,0.177,-0.145
7908367,6166.01,"Kepler-1642 b",12.2064304,134.053,0.100291666666667,0.1923,0.5191,1.514,0.623,-0.685,0.937,0.087,-0.096
7908367,6166.02,"Kepler-1642 c",6.6513189,135.289,0.088958333333333,0.1923,0.5191,1.514,0.623,-0.685,0.937,0.087,-0.096
8653134,6186.01,"Kepler-1643 b",5.34264143,134.38122,0.102208333333333,0.1908,0.5172,0.67,0.08,-0.053,0.699,0.076,-0.055
10717220,6228.01,"Kepler-1644 b",21.0907909,133.96316,0.197958333333333,0.2787,0.3728,0.818,0.205,-0.073,0.857,0.098,-0.089
10989274,6233.01,"Kepler-1645 b",16.17803,132.326,0.215833333333333,0.2844,0.3661,1.069,0.33,-0.141,1.079,0.136,-0.136
7350067,6863.01,"Kepler-1646 b",4.48559215,135.43172,0.034004166666667,0.366,0.3573,0.193,0.034,-0.025,0.169,0.038,-0.025
6444896,3138.01,"Kepler-1649 b",8.68910764,133.23559,0.048445833333333,0.366,0.3573,0.118,0,0,0.096,0,-0.025
10577994,475.01,"Kepler-165 b",8.1808949,176.69885,0.114775,0.1496,0.5746,0.77,0.061,-0.028,0.864,0.026,-0.057
10577994,475.02,"Kepler-165 c",15.31296388,171.79412,0.128895833333333,0.1496,0.5746,0.77,0.061,-0.028,0.864,0.026,-0.057
7304449,1702.01,"Kepler-1650 b",1.538180949,131.822823,0.052645833333333,0.3775,0.3402,0.274,0.062,-0.05,0.26,0.072,-0.059
10905746,1725.01,"Kepler-1651 b",9.8786461,138.41159,0.0788125,0.3775,0.3402,0.422,0.046,-0.056,0.452,0.044,-0.066
11768142,2626.01,"Kepler-1652 b",38.0970717,140.00353,0.179458333333333,0.366,0.3573,0.398,0.049,-0.054,0.426,0.047,-0.076
5977470,4550.01,"Kepler-1653 b",140.251943,175.137,0.274,0.1017,0.6385,0.788,0.023,-0.051,0.765,0.047,-0.028
4141376,280.01,"Kepler-1655 b",11.87290814,180.895933,0.105591666666667,0.3032,0.3147,1.04,0.047,-0.047,1.014,0.066,-0.059
4815520,367.01,"Kepler-1656 b",31.578651216,177.206237,0.088662916666667,0.2602,0.4096,0.99,0.149,-0.08,0.987,0.062,-0.068
9025971,3680.01,"Kepler-1657 b",141.2415405,256.205347,0.281854166666667,0.2622,0.4035,1.017,0.147,-0.107,0.941,0.068,-0.056
3861595,4.01,"Kepler-1658 b",3.849371737,157.526686,0.109666666666667,0.3033,0.3133,2.992,0.416,-0.971,1.482,0.131,-0.261
11192998,481.01,"Kepler-166 b",7.650243513,171.972352,0.114666666666667,0.2521,0.421,0.746,0.145,-0.058,0.835,0.08,-0.098
11192998,481.03,"Kepler-166 c",34.25951418,183.23718,0.198929166666667,0.2521,0.421,0.746,0.145,-0.058,0.835,0.08,-0.098
11192998,481.02,"Kepler-166 d",1.55400389,169.830304,0.0736,0.2521,0.421,0.746,0.145,-0.058,0.835,0.08,-0.098
3239945,490.01,"Kepler-167 b",4.393157678,172.867528,0.101895833333333,0.1082,0.627,0.692,0.054,-0.021,0.776,0.031,-0.053
3239945,490.03,"Kepler-167 c",7.40611676,134.07481,0.120108333333333,0.1082,0.627,0.692,0.054,-0.021,0.776,0.031,-0.053
3239945,490.04,"Kepler-167 d",21.803708,139.07199,0.140375,0.1082,0.627,0.692,0.054,-0.021,0.776,0.031,-0.053
3239945,490.02,"Kepler-167 e",1071.232624,420.286557,0.6741,0.1082,0.627,0.692,0.054,-0.021,0.776,0.031,-0.053
4757437,497.02,"Kepler-168 b",4.42535097,134.56312,0.146,0.2826,0.3729,1.223,0.207,-0.155,1.113,0.069,-0.085
4757437,497.01,"Kepler-168 c",13.19322809,175.6096,0.208483333333333,0.2826,0.3729,1.223,0.207,-0.155,1.113,0.069,-0.085
5689351,505.03,"Kepler-169 b",3.25058201,133.69472,0.093904166666667,0.153,0.5684,0.76,0.046,-0.034,0.806,0.038,-0.046
5689351,505.02,"Kepler-169 c",6.1954595,134.71507,0.123,0.153,0.5684,0.76,0.046,-0.034,0.806,0.038,-0.046
5689351,505.04,"Kepler-169 d",8.34819209,136.84111,0.118125,0.153,0.5684,0.76,0.046,-0.034,0.806,0.038,-0.046
5689351,505.01,"Kepler-169 e",13.76710058,174.81089,0.121270833333333,0.153,0.5684,0.76,0.046,-0.034,0.806,0.038,-0.046
5689351,505.05,"Kepler-169 f",87.0912594,187.31231,0.291666666666667,0.153,0.5684,0.76,0.046,-0.034,0.806,0.038,-0.046
10619192,203.01,"Kepler-17 b",1.485710994,132.7935653,0.095308333333333,0.2193,0.4785,1.018,0.062,-0.062,1.021,0.048,-0.064
6266741,508.01,"Kepler-170 b",7.930583519,169.516944,0.150345833333333,0.2436,0.4458,1.032,0.159,-0.057,1.086,0.05,-0.066
6266741,508.02,"Kepler-170 c",16.6658994,180.20215,0.174725,0.2436,0.4458,1.032,0.159,-0.057,1.086,0.05,-0.066
6381846,509.01,"Kepler-171 b",4.16696628,169.715517,0.114729166666667,0.2291,0.4603,0.943,0.115,-0.077,0.914,0.052,-0.046
6381846,509.02,"Kepler-171 c",11.46347165,137.38521,0.108291666666667,0.2291,0.4603,0.943,0.115,-0.077,0.914,0.052,-0.046
6381846,509.03,"Kepler-171 d",39.6034,168.07114,0.270291666666667,0.2291,0.4603,0.943,0.115,-0.077,0.914,0.052,-0.046
6422155,510.01,"Kepler-172 b",2.940304817,169.90496,0.113441666666667,0.2193,0.4785,1.054,0.152,-0.11,0.964,0.063,-0.047
6422155,510.02,"Kepler-172 c",6.38899658,175.4761,0.145966666666667,0.2193,0.4785,1.054,0.152,-0.11,0.964,0.063,-0.047
6422155,510.03,"Kepler-172 d",14.62709685,136.23467,0.170708333333333,0.2193,0.4785,1.054,0.152,-0.11,0.964,0.063,-0.047
6422155,510.04,"Kepler-172 e",35.1184432,152.12282,0.19125,0.2193,0.4785,1.054,0.152,-0.11,0.964,0.063,-0.047
6451936,511.02,"Kepler-173 b",4.26374378,133.72073,0.0946875,0.3065,0.299,0.935,0.22,-0.165,0.793,0.093,-0.05
6451936,511.01,"Kepler-173 c",8.00579096,170.50325,0.1272875,0.3065,0.299,0.935,0.22,-0.165,0.793,0.093,-0.05
8017703,518.01,"Kepler-174 b",13.98177862,181.975114,0.12325,0.1392,0.5856,0.651,0.029,-0.036,0.636,0.046,-0.02
8017703,518.02,"Kepler-174 c",44.0003975,210.76222,0.212979166666667,0.1392,0.5856,0.651,0.029,-0.036,0.636,0.046,-0.02
8017703,518.03,"Kepler-174 d",247.354914,364.15832,0.361541666666667,0.1392,0.5856,0.651,0.029,-0.036,0.636,0.046,-0.02
8022244,519.01,"Kepler-175 b",11.90352088,178.34161,0.179041666666667,0.2868,0.3588,1.001,0.318,-0.106,1.079,0.145,-0.145
8022244,519.02,"Kepler-175 c",34.0350605,134.42752,0.278958333333333,0.2868,0.3588,1.001,0.318,-0.106,1.079,0.145,-0.145
8037145,520.02,"Kepler-176 b",5.433132902,138.36644,0.10005,0.1451,0.582,0.826,0.032,-0.06,0.789,0.055,-0.029
8037145,520.01,"Kepler-176 c",12.75934489,170.32152,0.1495375,0.1451,0.582,0.826,0.032,-0.06,0.789,0.055,-0.029
8037145,520.03,"Kepler-176 d",25.75274977,136.43851,0.115325,0.1451,0.582,0.826,0.032,-0.06,0.789,0.055,-0.029
8037145,520.04,"Kepler-176 e",51.1658019,172.30921,0.193208333333333,0.1451,0.582,0.826,0.032,-0.06,0.789,0.055,-0.029
8806123,523.02,"Kepler-177 b",36.8567758,138.90683,0.312291666666667,0.2602,0.4096,1.015,0.161,-0.069,1.021,0.062,-0.062
8806123,523.01,"Kepler-177 c",49.41121127,198.238709,0.219916666666667,0.2602,0.4096,1.015,0.161,-0.069,1.021,0.062,-0.062
9941859,528.01,"Kepler-178 b",9.57665962,176.683759,0.1400125,0.224,0.4695,1.076,0.191,-0.173,0.886,0.063,-0.037
9941859,528.03,"Kepler-178 c",20.55280311,145.02837,0.091720833333333,0.224,0.4695,1.076,0.191,-0.173,0.886,0.063,-0.037
9941859,528.02,"Kepler-178 d",96.6781852,140.18339,0.237320833333333,0.224,0.4695,1.076,0.191,-0.173,0.886,0.063,-0.037
10554999,534.02,"Kepler-179 b",2.735900074,171.0964,0.0806625,0.2043,0.4966,0.766,0.113,-0.066,0.856,0.07,-0.104
10554999,534.01,"Kepler-179 c",6.400157105,174.02214,0.08335,0.2043,0.4966,0.766,0.113,-0.066,0.856,0.07,-0.104
8644288,137.03,"Kepler-18 b",3.504691252,133.511941,0.082545833333333,0.186,0.5256,1.055,0.065,-0.072,0.882,0.056,-0.025
8644288,137.01,"Kepler-18 c",7.641567589,135.407564,0.142090833333333,0.186,0.5256,1.055,0.065,-0.072,0.882,0.056,-0.025
